METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE,MOBILE_ZONE,MAX_CAP_CHG
5106,TICKETLESS METER MULTISPACE ,HARDGRAVE RD,WEST END,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Hardgrave Rd between Skinner St & Vulture St in West End,8,0,,153.007072,-27.481468,4000704,
5107,TICKETLESS METER MULTISPACE ,HARDGRAVE RD,WEST END,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Hardgrave Rd between Vulture St & Scott St in West End,8,0,,153.00736,-27.4799,4000693,9.2
5108,TICKETLESS METER MULTISPACE ,BANK ST,WEST END,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Bank St between Jane St & Mollison St in West End,7,0,,153.009025,-27.477618,4000668,9.2
5109,TICKETLESS METER MULTISPACE ,BANK ST,WEST END,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Bank St between Mollison St & Skelton St in West End,15,0,,153.009966,-27.476971,4000669,
5110,TICKETLESS METER MULTISPACE ,BANK ST,WEST END,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Bank St between Mollison St & Skelton St in West End,12,0,,153.00934,-27.477537,4000669,
5111,TICKETLESS METER MULTISPACE ,BANK ST,WEST END,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Bank St between Skelton St & Jane St in West End,12,0,,153.008588,-27.478218,4000669,
5112,TICKETLESS METER MULTISPACE ,HARDGRAVE RD,WEST END,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Hardgrave Rd between Vulture St & Granville St in West End,6,0,,153.00733,-27.480913,4000704,
5113,TICKETLESS METER MULTISPACE ,HARDGRAVE RD,WEST END,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Hardgrave Rd between Vulture St & Granville St in West End,8,0,,153.007201,-27.48159,4000704,
5114,TICKETLESS METER MULTISPACE ,JANE ST,WEST END,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Jane St between Bank St & Little Jane St in West End,11,0,,153.009806,-27.47876,4000671,9.2
5115,TICKETLESS METER MULTISPACE ,JANE ST,WEST END,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Jane St between Little Jane St & Boundary St in West End,14,0,,153.011198,-27.478974,4000694,
5116,TICKETLESS METER MULTISPACE ,MOLLISON ST,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Mollison St between Boundary St & Montague Rd in West End,11,0,,153.010868,-27.477031,4000610,
5117,TICKETLESS METER MULTISPACE ,CAMERON ST,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Cameron St between End & Montague Rd in West End,6,0,,153.010301,-27.475561,4000609,9.2
5118,TICKETLESS METER MULTISPACE ,NORFOLK RD,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Norfolk Rd between Boundary St & Montague Rd in West End,5,0,,153.010929,-27.475052,4000613,9.2
5119,TICKETLESS METER MULTISPACE ,NORFOLK RD,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Norfolk Rd between Montague Rd & Boundary St in West End,9,0,,153.011017,-27.475016,4000613,9.2
5120,TICKETLESS METER MULTISPACE ,BRERETON ST,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Brereton St between Boundary St & Montague Rd in West End,11,0,,153.011742,-27.47462,4000611,9.2
5121,TICKETLESS METER MULTISPACE ,BRERETON ST,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Brereton St between Boundary St & Montague Rd in West End,10,0,,153.012587,-27.475386,4000615,
5122,TICKETLESS METER MULTISPACE ,BRERETON ST,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Brereton St between Montague Rd & Boundary St in West End,9,0,,153.012528,-27.475141,4000615,
5123,TICKETLESS METER MULTISPACE ,OXFORD ST,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Oxford St between End & Brereton St in West End,9,0,,153.012382,-27.474419,4000611,9.2
5124,TICKETLESS METER MULTISPACE ,OXFORD ST,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Oxford St between Brereton St & End in West End,7,0,,153.012115,-27.4745,4000611,9.2
5125,TICKETLESS METER MULTISPACE ,MERIVALE ST,SOUTH BRISBANE,4,"NO STOPPING 7-9 AM, 4-6 PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",1.8,,Merivale St between Montague Rd & Peel St in West End,11,0,,153.014586,-27.472153,4000603,
5126,TICKETLESS METER MULTISPACE ,HOPE ST,SOUTH BRISBANE,9,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Hope St between Montague Rd & Peel St in West End,10,0,,153.015445,-27.471486,4000601,9.2
5127,TICKETLESS METER MULTISPACE ,HOPE ST,SOUTH BRISBANE,9,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Hope St between Montague Rd & Peel St in West End,7,0,,153.016137,-27.472467,4000601,9.2
5129,TICKETLESS METER MULTISPACE ,MONTAGUE RD,WEST END,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Hope St between Fish Lane & Peel St in West End,3,0,,153.004128,-27.482068,4000702,
5130,TICKETLESS METER MULTISPACE ,CLARENCE ST,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Clarence St between Stephens Rd & Annerley Rd in South Brisbane,9,0,,153.025862,-27.487379,4000644,9.2
5131,TICKETLESS METER MULTISPACE ,CLARENCE ST,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Clarence St between Stephens Rd & Annerley Rd in South Brisbane,13,0,,153.027291,-27.487503,4000644,9.2
5132,TICKETLESS METER MULTISPACE ,CLARENCE ST,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Clarence St between Stephens Rd & Annerley Rd in South Brisbane,7,0,,153.028225,-27.487645,4000644,9.2
5133,TICKETLESS METER MULTISPACE ,CROWN ST,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Crown St between Stephens Rd & Annerley Rd in South Brisbane,4,0,,153.027042,-27.488156,4000645,9.2
5134,TICKETLESS METER MULTISPACE ,CROWN ST,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Crown St between Annerley Rd & Stephens Rd in South Brisbane,6,0,,153.02643,-27.488154,4000645,9.2
5135,TICKETLESS METER MULTISPACE ,STEPHENS RD,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Stephens Rd between Gloucester St and Annerley Rd,8,0,,153.026362,-27.488937,4000646,9.2
5136,TICKETLESS METER MULTISPACE ,GLOUCESTER ST,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Gloucester St between Annerley Rd & Stephens Rd in South Brisbane,9,0,,153.027417,-27.489035,4000837,
5137,TICKETLESS METER MULTISPACE ,STANLEY ST,WOOLLOONGABBA,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Stanley St between Water St & Allen St in Woolloongabba,7,0,,153.029748,-27.485496,4000720,
5138,TICKETLESS METER MULTISPACE ,CROWN ST,SOUTH BRISBANE,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Crown St between Stephens Rd & Annerley Rd in South Brisbane,8,0,,153.027952,-27.488292,4000838,
5139,TICKETLESS METER MULTISPACE ,WATER ST,SOUTH BRISBANE,3,NO STOPPING 4-7 PM MON-FRI,MON-FRI,7AM-4PM,"Zone 2, 15 min free",3,,Water St between End & Allen St in Woolloongabba,14,0,,153.029495,-27.484532,4000655,
5140,TICKETLESS METER MULTISPACE ,VULTURE ST,SOUTH BRISBANE,3,CLEARWAY 4-7PM MON-FRI TOWAWAY,MON-FRI,7AM-4PM,"Zone 2, 15 min free",3,,Vulture St between Stanley St & Allen St in Woolloongabba,5,0,,153.029324,-27.483634,4000651,
5141,TICKETLESS METER MULTISPACE ,VULTURE ST,SOUTH BRISBANE,3,CLEARWAY 4-7PM MON-FRI TOWAWAY,MON-FRI,7AM-4PM,"Zone 2, 15 min free",3,,Vulture St between Christie St & Leopard St in Woolloongabba,9,0,,153.028823,-27.483427,4000651,
5142,TICKETLESS METER MULTISPACE ,VULTURE ST,SOUTH BRISBANE,3,CLEARWAY 4-7PM MON-FRI TOWAWAY,MON-FRI,7AM-4PM,"Zone 2, 15 min free",3,,Vulture St between Christie St & Leopard St in Woolloongabba,4,0,,153.027587,-27.483231,4000651,
5143,TICKETLESS METER MULTISPACE ,DOCK ST,SOUTH BRISBANE,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM MON-FRI, 7AM-7PM SAT,SUN","Zone 2, 15 min free",1.8,1.1,Dock St between Vulture St & Little Dock St in Woolloongabba,7,0,,153.026606,-27.482634,4000650,
5146,TICKETLESS METER MULTISPACE ,LOWER RIVER TCE,SOUTH BRISBANE,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM MON-FRI, 7AM-7PM SAT,SUN","Zone 2, 15 min free",1.8,1.1,Lower River Tce between Dock St & Ellis St in Woolloongabba,15,0,,153.028741,-27.482231,4000650,
5147,TICKETLESS METER MULTISPACE ,LOWER RIVER TCE,SOUTH BRISBANE,4,NONE,7 DAYS,"7AM-7PM, 7PM-10PM MON-FRI, 7AM-7PM SAT,SUN","Zone 2, 15 min free",1.8,1.1,Lower River Tce between Stanley St & Ellis St in Woolloongabba,12,0,,153.029252,-27.482301,4000650,
5159,TICKETLESS METER MULTISPACE ,STANLEY ST,WOOLLOONGABBA,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Stanley St between Leopard St & Main St in Woolloongabba,5,0,,153.035038,-27.486478,4000731,
5161,TICKETLESS METER MULTISPACE ,STANLEY ST,WOOLLOONGABBA,2,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Stanley St between Ipswich Rd & Gibbon St in Woolloongabba,6,0,,153.035293,-27.486525,4000731,
5162,TICKETLESS METER MULTISPACE ,HUBERT ST,WOOLLOONGABBA,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Hubert St between Hawthorne St & Stanley St in Woolloongabba,8,0,,153.034148,-27.486842,4000729,
5163,TICKETLESS METER MULTISPACE ,IPSWICH RD,WOOLLOONGABBA,2,"CLEARWAY 7-9AM, 4-7PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",3,,Ipswich Rd between Stanley St & Balaclava St in Woolloongabba,15,0,,153.03609,-27.487566,4000733,
5164,TICKETLESS METER MULTISPACE ,JURGENS ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Jurgens St between Balaclava St & Logan Rd in Woolloongabba,6,0,,153.036818,-27.488479,4000736,9.2
5165,TICKETLESS METER MULTISPACE ,LOGAN RD,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Logan Rd between Nile St & Wellington Rd in Woolloongabba,10,0,,153.038311,-27.489031,4000738,9.2
5166,TICKETLESS METER MULTISPACE ,LOGAN RD,WOOLLOONGABBA,4,NONE,MON-FRI,7AM-7PM,"Zone 3, 15 min free",0.8,,Logan Rd between Lotus St & Deshon St in Woolloongabba,5,0,,153.040362,-27.490906,4000746,
5167,TICKETLESS METER MULTISPACE ,LOGAN RD,WOOLLOONGABBA,4,NO STOPPING 7-9 AM MON-FRI,MON-FRI,9AM-7PM,"Zone 3, 15 min free",0.8,,Logan Rd between Qualtrough St & Balaclava St in Woolloongabba,8,0,,153.040148,-27.490989,4000744,
5168,TICKETLESS METER MULTISPACE ,LOGAN RD,WOOLLOONGABBA,4,NO STOPPING 7-9 AM MON-FRI,MON-FRI,9AM-7PM,"Zone 3, 15 min free",0.8,,Logan Rd between Qualtrough St & Balaclava St in Woolloongabba,5,0,,153.039583,-27.490479,4000744,
5169,TICKETLESS METER MULTISPACE ,LOGAN RD,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Logan Rd between Balaclava St & Walker St in Woolloongabba,11,0,,153.038479,-27.489686,4000738,9.2
5170,TICKETLESS METER MULTISPACE ,LOGAN RD,WOOLLOONGABBA,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Logan Rd between Walker St & Jurgens St in Woolloongabba,14,0,,153.037946,-27.488831,4000836,
5171,TICKETLESS METER MULTISPACE ,JURGENS ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Jurgens St between Balaclava St & Logan Rd in Woolloongabba,7,0,,153.036613,-27.48922,4000736,9.2
5172,TICKETLESS METER MULTISPACE ,WALKER ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Walker St between Jurgens St & Logan Rd in Woolloongabba,10,0,,153.037542,-27.489479,4000737,9.2
5173,TICKETLESS METER MULTISPACE ,GRAHAM ST,SOUTH BRISBANE,4,"2 MIN PASSENGER LOADING ZONE 7-9AM, 2-4PM",MON-FRI,9AM-2PM,"Zone 2, 15 min free",1.8,,Graham St between End & Vulture St in Woolloongabba,11,0,,153.025408,-27.484073,4000649,
5176,TICKETLESS METER MULTISPACE ,GRAHAM ST,SOUTH BRISBANE,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Graham St between Raymond Tce & End in Woolloongabba,4,0,,153.025496,-27.484359,4000648,9.2
5177,TICKETLESS METER MULTISPACE ,ANNERLEY RD,SOUTH BRISBANE,3,"NO STOPPING 6-9 AM, 4-7 PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",3,,Annerley Rd between Clarence St & Stanley St in Woolloongabba,9,0,,153.028864,-27.486488,4000647,
5178,TICKETLESS METER MULTISPACE ,ANNERLEY RD,WOOLLOONGABBA,4,"NO STOPPING 6-9 AM, 4-7 PM MON-FRI TOWAWAY",MON-FRI,9AM-4PM,"Zone 2, 15 min free",1.8,,Annerley Rd between Heaslop St & Lockhart St in Woolloongabba,7,0,,153.028108,-27.488987,4000747,
5179,TICKETLESS METER MULTISPACE ,HEASLOP ST,WOOLLOONGABBA,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Heaslop St between Merton Rd & Annerley Rd in Woolloongabba,9,0,,153.028756,-27.488703,4000826,
5180,TICKETLESS METER MULTISPACE ,HEASLOP ST,WOOLLOONGABBA,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Heaslop St between Merton Rd & Annerley Rd in Woolloongabba,8,0,,153.029886,-27.488894,4000725,
5181,TICKETLESS METER MULTISPACE ,HEASLOP ST,WOOLLOONGABBA,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Heaslop St between Annerley Rd & Merton Rd in Woolloongabba,8,0,,153.029554,-27.488751,4000725,
5182,TICKETLESS METER MULTISPACE ,CATHERINE ST,WOOLLOONGABBA,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Catherine St between Merton Rd & Annerley Rd in Woolloongabba,12,0,,153.029417,-27.488003,4000724,
5183,TICKETLESS METER MULTISPACE ,CATHERINE ST,WOOLLOONGABBA,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Catherine St between Annerley Rd & Merton Rd in Woolloongabba,5,0,,153.029103,-27.487857,4000826,
5184,TICKETLESS METER MULTISPACE ,CATHERINE ST,WOOLLOONGABBA,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Catherine St between Annerley Rd & Merton Rd in Woolloongabba,11,0,,153.029699,-27.487946,4000724,
5185,TICKETLESS METER MULTISPACE ,MERTON RD,WOOLLOONGABBA,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Merton Rd between Catherine St & Stanley St in Woolloongabba,13,0,,153.03046,-27.486865,4000723,
5186,TICKETLESS METER MULTISPACE ,MERTON RD,WOOLLOONGABBA,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Merton Rd between Catherine St & Stanley St in Woolloongabba,5,0,,153.030602,-27.486127,4000723,
5187,TICKETLESS METER MULTISPACE ,MERTON RD,WOOLLOONGABBA,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Merton Rd between Stanley St & Hawthorne St in Woolloongabba,5,0,,153.030722,-27.486342,4000723,
5188,TICKETLESS METER MULTISPACE ,MERTON RD,WOOLLOONGABBA,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Merton Rd between Stanley St & Hawthorne St in Woolloongabba,8,0,,153.03061,-27.486944,4000723,
5189,TICKETLESS METER MULTISPACE ,HAWTHORNE ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Hawthorne St between Merton St & Trinity Lane in Woolloongabba,19,0,,153.030828,-27.487775,4000727,9.2
5190,TICKETLESS METER MULTISPACE ,HAWTHORNE ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Hawthorne St between Trinity Lane & Reid St in Woolloongabba,21,0,,153.03202,-27.48796,4000727,9.2
5191,TICKETLESS METER MULTISPACE ,HAWTHORNE ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Hawthorne St between Reid St & Hubert St in Woolloongabba,10,0,,153.033186,-27.488104,4000727,9.2
5192,TICKETLESS METER MULTISPACE ,HAWTHORNE ST,WOOLLOONGABBA,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Hawthorne St between Hubert St & Gibbon St in Woolloongabba,15,0,,153.033986,-27.488237,4000729,
5193,TICKETLESS METER MULTISPACE ,HAWTHORNE ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Hawthorne St between Hubert St & Reid St in Woolloongabba,14,0,,153.033172,-27.488253,4000727,9.2
5194,TICKETLESS METER MULTISPACE ,HAWTHORNE ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Hawthorne St between Fleurs St & Merton Rd in Woolloongabba,14,0,,153.032239,-27.488126,4000727,9.2
5195,TICKETLESS METER MULTISPACE ,TRINITY LANE,WOOLLOONGABBA,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Trinity Lane between Hawthorne St & Stanley St in Woolloongabba,8,0,,153.031253,-27.486108,4000722,
5196,TICKETLESS METER MULTISPACE ,TRINITY LANE,WOOLLOONGABBA,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Trinity Lane between Hawthorne St & Stanley St in Woolloongabba,12,0,,153.031073,-27.487063,4000722,
5197,TICKETLESS METER MULTISPACE ,REID ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Reid St between Hawthorne St & Stanley St in Woolloongabba,10,0,,153.033051,-27.487251,4000728,9.2
5198,TICKETLESS METER MULTISPACE ,REID ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Reid St between Stanley St & Hawthorne St in Woolloongabba,10,0,,153.033216,-27.486849,4000728,9.2
5199,TICKETLESS METER MULTISPACE ,HUBERT ST,WOOLLOONGABBA,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Hubert St between Hawthorne St & Stanley St in Woolloongabba,20,0,,153.034118,-27.487432,4000729,
5200,TICKETLESS METER MULTISPACE ,MERTON RD,WOOLLOONGABBA,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",1.8,,Merton Rd between Stanley St & End in Woolloongabba,21,0,,153.03094,-27.485582,4000721,
5201,TICKETLESS METER MULTISPACE ,HOLMAN ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Holman St between End & End in Kangaroo Point,18,0,,153.034903,-27.465739,4000817,
5202,TICKETLESS METER MULTISPACE ,ANNIE ST,KANGAROO POINT,4,JAZZ CLUB AUTHORISED VEHICLES EXCEPTED  5:30 PM -12 MID,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Annie St between End & Holman St in Kangaroo Point,12,0,,153.034361,-27.466415,4000815,
5203,TICKETLESS METER MULTISPACE ,HOLMAN ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Holman St between Main St & End in Kangaroo Point,9,0,,153.035992,-27.465781,4000817,
5205,TICKETLESS METER MULTISPACE ,HOLMAN ST,KANGAROO POINT,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Holman St between Main St & End in Kangaroo Point,8,0,,153.034961,-27.465893,4000816,9.2
5206,TICKETLESS METER MULTISPACE ,MAIN ST,KANGAROO POINT,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Main St between Holman St & Cnr Of Main St And Holman St in Kanga,10,0,,153.035415,-27.465909,4000816,9.2
5208,TICKETLESS METER MULTISPACE ,MAIN ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Main St between Holman St & Wharf St in Kangaroo Point,6,0,,153.035441,-27.466691,4000811,
5209,TICKETLESS METER MULTISPACE ,MAIN ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Main St between Holman St & Wharf St in Kangaroo Point,6,0,,153.035442,-27.467366,4000811,
5210,TICKETLESS METER MULTISPACE ,MAIN ST,KANGAROO POINT,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Main St between Wharf St & Baldon St in Kangaroo Point,2,0,,153.035467,-27.468452,4000810,
5211,TICKETLESS METER MULTISPACE ,MAIN ST,KANGAROO POINT,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Main St between Baldon St & Rotherham St in Kangaroo Point,5,0,,153.035483,-27.468706,4000810,
5213,TICKETLESS METER MULTISPACE ,MAIN ST,KANGAROO POINT,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Main St between Rotherham St & Scott St in Kangaroo Point,11,0,,153.035517,-27.470131,4000806,9.2
5214,TICKETLESS METER MULTISPACE ,MAIN ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Main St between Scott St & Bright St in Kangaroo Point,9,0,,153.035358,-27.469875,4000805,
5215,TICKETLESS METER MULTISPACE ,MAIN ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Main St between Scott St & Bright St in Kangaroo Point,6,0,,153.03533,-27.469071,4000805,
5216,TICKETLESS METER MULTISPACE ,MAIN ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Main St between Bright St & Mackenzie St in Kangaroo Point,13,0,,153.03531,-27.46802,4000811,
5217,TICKETLESS METER MULTISPACE ,MAIN ST,KANGAROO POINT,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Main St between Bright St & Mackenzie St in Kangaroo Point,9,0,,153.035295,-27.467387,4000812,9.2
5218,TICKETLESS METER MULTISPACE ,WICKLOW ST,KANGAROO POINT,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Main St between Mackenzie St & Wicklow St in Kangaroo Point,5,0,,153.035154,-27.46674,4000814,9.2
5219,TICKETLESS METER MULTISPACE ,WICKLOW ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Wicklow St between Annie St & Main St in Kangaroo Point,5,0,,153.034751,-27.466656,4000813,
5221,TICKETLESS METER MULTISPACE ,MACKENZIE ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Mackenzie St between Annie St & Main St in Kangaroo Point,9,0,,153.035001,-27.467057,4000813,
5222,TICKETLESS METER MULTISPACE ,MACDONALD ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Macdonald St between Mackenzie St & Bright St in Kangaroo Point,8,0,,153.034273,-27.467785,4000809,
5223,TICKETLESS METER MULTISPACE ,MACDONALD ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Macdonald St between Mackenzie St & Bright St in Kangaroo Point,9,0,,153.034289,-27.468298,4000809,
5224,TICKETLESS METER MULTISPACE ,BRIGHT ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Bright St between Macdonald St & Main St in Kangaroo Point,11,0,,153.034689,-27.468765,4000809,
5225,TICKETLESS METER MULTISPACE ,BRIGHT ST,KANGAROO POINT,9,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Bright St between Main St & Hamilton St in Kangaroo Point,6,0,,153.035052,-27.468865,4000818,9.2
5226,TICKETLESS METER MULTISPACE ,HAMILTON ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Hamilton St between End & Bright St in Kangaroo Point,14,0,,153.034431,-27.469607,4000808,
5227,TICKETLESS METER MULTISPACE ,HAMILTON ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Hamilton St between Bright St & End in Kangaroo Point,5,0,,153.034465,-27.469234,4000808,
5229,TICKETLESS METER MULTISPACE ,WHARF ST,KANGAROO POINT,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Wharf St between Main St & End in Kangaroo Point,5,0,,153.036222,-27.46793,4000823,
5230,TICKETLESS METER MULTISPACE ,WHARF ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Wharf St between End & Main St in Kangaroo Point,9,0,,153.036719,-27.46803,4000819,
5231,TICKETLESS METER MULTISPACE ,WHARF ST,KANGAROO POINT,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Wharf St between End & Main St in Kangaroo Point,3,0,,153.035718,-27.468045,4000823,
5232,TICKETLESS METER MULTISPACE ,BAILDON ST,KANGAROO POINT,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3,,Baldon St between Main St & End in Kangaroo Point,5,0,,153.03612,-27.46852,4000821,
5233,TICKETLESS METER MULTISPACE ,BAILDON ST,KANGAROO POINT,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",1.8,,Baildon St between End & Deakin St in Kangaroo Point,4,0,,153.036497,-27.468621,4000822,
